Wall time,Step,Value
1767390784.877536,1200,0.17673595249652863
1767390856.8518798,2400,0.7899954915046692
1767390922.5879881,3600,0.5328789949417114
1767390968.090496,4800,0.2345696985721588
1767390979.3703387,5000,0.11737371981143951
1767391021.5138106,6000,0.08778928220272064
1767391064.3982966,7200,0.04445663467049599
1767391113.331989,8400,0.0302133709192276
1767391174.3258927,9600,0.020377716049551964
1767391190.0598369,10000,0.020825089886784554
1767391227.44082,10800,0.015835747122764587
1767391274.9434652,12000,0.013707856647670269
1767391331.4832835,13200,0.008871388621628284
1767391419.5610328,14400,0.006731003522872925
1767391448.0268514,15000,0.005630502477288246
1767391473.3169856,15600,0.006011867895722389
1767391529.992395,16800,0.004516888409852982
1767391614.9991262,18000,0.003605843521654606
1767391807.559497,19200,0.002982631791383028
1767391864.2314398,20000,0.002637600526213646
1767391897.3083324,20400,0.0021598082967102528
1767391967.9297504,21600,0.0024017244577407837
1767392100.102521,22800,0.0016995893092826009
1767392187.8288827,24000,0.0013542308006435633
1767392256.1235466,25000,0.0014155657263472676
1767392274.9593542,25200,0.0014574460219591856
1767392381.7579644,26400,0.001133243553340435
1767392467.4015372,27600,0.0012858619447797537
1767392522.586397,28800,0.0010510459542274475
1767392576.997649,30000,0.0005846511339768767
1767392629.674905,31200,0.000497420085594058
1767392684.5709596,32400,0.0004707140033133328
1767392739.1742094,33600,0.00052274065092206
1767392778.0446293,34800,0.0005361531511880457
1767392785.6890368,35000,0.0005898295785300434
1767392820.382785,36000,0.0004933754098601639
1767392859.4503667,37200,0.0005664145573973656
1767392897.897884,38400,0.0005344911478459835
1767392936.1209352,39600,0.0004617460654117167
1767392950.919989,40000,0.0004954894538968801
1767392977.474745,40800,0.0004787127545569092
1767393016.8230567,42000,0.0004450978303793818
1767393054.8702269,43200,0.00040707940934225917
1767393094.5618196,44400,0.000423421966843307
1767393116.0680764,45000,0.00034960551420226693
1767393137.1889634,45600,0.00047211931087076664
1767393175.7620344,46800,0.00041880382923409343
1767393215.3163776,48000,0.00045648557716049254
1767393255.1580896,49200,0.0004784185148309916
1767393281.8978183,50000,0.0005493246717378497
1767393295.1129558,50400,0.0005235493881627917
1767393336.243114,51600,0.0004593987250700593
1767393376.392254,52800,0.0004757520800922066
1767393415.6066694,54000,0.0007067151018418372
1767393456.3387685,55000,0.0005645469063892961
1767393463.7776766,55200,0.0006028491770848632
1767393504.503652,56400,0.0005207904614508152
1767393550.1268682,57600,0.0005345953395590186
1767393631.4153686,58800,0.0004481652576941997
1767393719.5535638,60000,0.0005973004153929651
1767393793.7402391,61200,0.0005103704752400517
1767393864.548364,62400,0.0004879642219748348
1767393938.9807792,63600,0.0005377361085265875
1767394016.7169707,64800,0.0004979492514394224
1767394030.127871,65000,0.0005966018652543426
1767394094.9817076,66000,0.0005759033374488354
1767394166.4316556,67200,0.0005891997134312987
1767394227.4990633,68400,0.0006245969561859965
1767394298.4665418,69600,0.0006578408647328615
1767394332.0368485,70000,0.0005869274027645588
1767394383.797292,70800,0.0006122685153968632
1767394431.5589058,72000,0.0006165383383631706
1767394490.535918,73200,0.0007006328669376671
1767394544.8491275,74400,0.0006305422866716981
1767394571.0707052,75000,0.0006412206566892564
1767394597.7130792,75600,0.0006528880912810564
1767394644.0914981,76800,0.0006739076343365014
1767394705.4711292,78000,0.000761664065066725
1767394753.8015115,79200,0.0008338756742887199
1767394796.4530513,80000,0.000639276928268373
1767394811.507221,80400,0.0007114998297765851
1767394860.4322834,81600,0.0007755934493616223
1767394927.1115403,82800,0.00084263167809695
1767394968.6658192,84000,0.0007657723617739975
1767395012.3740153,85000,0.0006288967560976744
1767395022.9594474,85200,0.0005938865942880511
1767395065.7657998,86400,0.0006623966619372368
1767395106.7461622,87600,0.000712878885678947
1767395149.2082655,88800,0.000677919655572623
1767395195.2062209,90000,0.000629287795163691
1767395247.3286605,91200,0.0008322449284605682
1767395293.1884959,92400,0.0008896440849639475
1767395358.694601,93600,0.000677718548104167
1767395425.070658,94800,0.0008219844312407076
1767395434.058309,95000,0.000748238293454051
1767395468.7117426,96000,0.0008184264879673719
1767395533.6998515,97200,0.0007053414592519403
1767395624.8205924,98400,0.0007486453978344798
1767395710.6036162,99600,0.0008313719881698489
1767395738.5161095,100000,0.0008200019365176558
