Wall time,Step,Value
1767289392.9127598,1200,0.17193935811519623
1767289434.435192,2400,0.3211647868156433
1767289489.0079603,3600,0.6014500260353088
1767289529.2128997,4800,0.1841319501399994
1767289539.0117295,5000,0.12194837629795074
1767289569.366474,6000,0.07259456813335419
1767289610.2798338,7200,0.033639147877693176
1767289658.155168,8400,0.03094056434929371
1767289723.6042588,9600,0.026610152795910835
1767289738.810423,10000,0.02448732778429985
1767289766.8244085,10800,0.018957749009132385
1767289827.9621499,12000,0.012890145182609558
1767289878.259466,13200,0.009961394593119621
1767289939.8682554,14400,0.00958281196653843
1767289975.102971,15000,0.005879310425370932
1767290008.9190977,15600,0.005997138097882271
1767290074.393447,16800,0.004871765151619911
1767290140.0008943,18000,0.004913510754704475
1767290206.880209,19200,0.003639411414042115
1767290251.6107557,20000,0.003699623979628086
1767290272.5500941,20400,0.004413170740008354
1767290332.1117523,21600,0.003101818962022662
1767290390.682733,22800,0.002279022941365838
1767290459.853771,24000,0.0019411577377468348
1767290515.9608438,25000,0.0014965422451496124
1767290528.286704,25200,0.0015885948669165373
1767290595.8260038,26400,0.00154516426846385
1767290691.8641028,27600,0.0012486863415688276
1767290761.956082,28800,0.0008690339745953679
1767290804.0726879,30000,0.0008585346513427794
1767290842.0335524,31200,0.0005192598327994347
1767290892.8059103,32400,0.0006485756020992994
1767290948.5790384,33600,0.0005224828491918743
1767291032.372126,34800,0.0004963086685165763
1767291056.4224935,35000,0.0005198948783800006
1767291111.7375014,36000,0.0006509817903861403
1767291150.228666,37200,0.00042249320540577173
1767291189.2687633,38400,0.00039344053948298097
1767291231.1049342,39600,0.0005308908876031637
1767291244.5733905,40000,0.0004995694616809487
1767291283.3397627,40800,0.000414326845202595
1767291335.210472,42000,0.0007059143972583115
1767291389.7191954,43200,0.0005980081623420119
1767291433.9454386,44400,0.00046413863310590386
1767291459.494377,45000,0.000554097059648484
1767291486.309923,45600,0.00044779712334275246
1767291538.5250983,46800,0.00041018545744009316
1767291586.718237,48000,0.0004202104755677283
1767291637.4452388,49200,0.0004218034737277776
1767291675.9633865,50000,0.0004634442739188671
1767291692.3805852,50400,0.0003766738227568567
1767291737.000613,51600,0.0004615777579601854
1767291787.0497165,52800,0.000481994851725176
1767291837.7230043,54000,0.00047599562094546854
1767291883.523836,55000,0.0004651600029319525
1767291890.3592253,55200,0.0006157532334327698
1767291972.4144535,56400,0.00040848797652870417
1767292061.8328447,57600,0.0004616251098923385
1767292153.3532503,58800,0.0005688848905265331
1767292232.7330244,60000,0.0005099174450151622
1767292308.2788732,61200,0.0005749331321567297
1767292423.95581,62400,0.0005522177089005709
1767292519.3363984,63600,0.0008275361033156514
1767292638.1194847,64800,0.000633734161965549
1767292661.242381,65000,0.000538293388672173
1767292756.9645567,66000,0.0005590483779087663
1767292894.5137086,67200,0.0006245700642466545
1767292977.6048064,68400,0.0006435689283534884
1767293049.9787729,69600,0.0006608414696529508
1767293078.4124267,70000,0.0007029687985777855
1767293134.4428172,70800,0.0005802350351586938
1767293208.7233028,72000,0.0006204668316058815
1767293275.8755639,73200,0.0006836411776021123
1767293314.217212,74400,0.0006135402945801616
1767293331.4588945,75000,0.0006758468807674944
1767293347.4458086,75600,0.0006183178629726171
1767293386.698701,76800,0.0006684530526399612
1767293425.8780086,78000,0.0007602015975862741
1767293475.7227085,79200,0.0007394040003418922
1767293505.2852232,80000,0.0005356638575904071
1767293520.490585,80400,0.0006350138573907316
1767293569.3968923,81600,0.000633903662674129
1767293615.39264,82800,0.0007231121417135
1767293657.8149514,84000,0.0006492563989013433
1767293689.375534,85000,0.0006826012395322323
1767293694.814137,85200,0.0007166226278059185
1767293728.6490142,86400,0.0006510349921882153
1767293763.1875792,87600,0.0006848713383078575
1767293795.2252452,88800,0.0007033066358417273
1767293831.9765742,90000,0.0006937488215044141
1767293871.0712283,91200,0.0007139678345993161
1767293908.8949184,92400,0.0006663935491815209
1767293941.9896338,93600,0.0006459268042817712
1767293974.0429192,94800,0.0005272298585623503
1767293981.799867,95000,0.0007521734805777669
1767294013.060064,96000,0.0006447362247854471
1767294049.8376439,97200,0.0005527910543605685
1767294088.5507462,98400,0.0006640147184953094
1767294130.101419,99600,0.0006331225158646703
1767294144.0847235,100000,0.0005268107051961124
