Wall time,Step,Value
1767376783.0317025,1200,-5.093186378479004
1767376822.5765476,2400,-11.747699737548828
1767376878.1091628,3600,-15.879681587219238
1767376946.5366433,4800,-17.591583251953125
1767376960.5692682,5000,-17.57010841369629
1767377019.3105657,6000,-17.98785400390625
1767377074.9549446,7200,-18.00749397277832
1767377116.1930833,8400,-16.065044403076172
1767377201.5785394,9600,-14.674179077148438
1767377230.3414311,10000,-14.645816802978516
1767377269.1102402,10800,-13.649192810058594
1767377330.3733957,12000,-12.130634307861328
1767377371.334764,13200,-10.985153198242188
1767377411.4529433,14400,-8.965142250061035
1767377432.6967826,15000,-8.495868682861328
1767377449.4580953,15600,-7.747302532196045
1767377497.1017141,16800,-7.099155902862549
1767377536.5304346,18000,-5.782013893127441
1767377576.6637325,19200,-3.9473838806152344
1767377605.8173735,20000,-3.2896738052368164
1767377616.5155253,20400,-3.0623421669006348
1767377649.7972388,21600,-2.256746530532837
1767377686.4048445,22800,-1.5807163715362549
1767377722.051343,24000,-0.7780244946479797
1767377758.7164156,25000,-0.4216795861721039
1767377765.2020397,25200,-0.6183258295059204
1767377802.7932854,26400,-0.007812771946191788
1767377841.5456803,27600,0.36651912331581116
1767377888.555418,28800,0.550325334072113
1767377925.8441145,30000,0.7248442769050598
1767377963.304899,31200,0.8490516543388367
1767378011.7068474,32400,0.8755324482917786
1767378050.307339,33600,0.8624873161315918
1767378086.2003772,34800,0.9595711827278137
1767378094.8043444,35000,0.9821999669075012
1767378126.7517073,36000,0.9078949689865112
1767378163.9709706,37200,0.9339134097099304
1767378202.1804864,38400,0.9136393070220947
1767378234.751083,39600,0.862785816192627
1767378248.5027094,40000,0.8637595176696777
1767378281.204917,40800,0.8972323536872864
1767378329.1197505,42000,0.9226691126823425
1767378360.597742,43200,0.8960646390914917
1767378392.811702,44400,0.8893871903419495
1767378410.4188693,45000,0.8577035665512085
1767378426.9142413,45600,0.8989070653915405
1767378459.4053159,46800,0.909041166305542
1767378491.8187401,48000,0.8442053198814392
1767378532.7785265,49200,0.8128318190574646
1767378559.384334,50000,0.8399007320404053
1767378572.047562,50400,0.8877897262573242
1767378610.881879,51600,0.8975889682769775
1767378648.476278,52800,0.835342288017273
1767378686.0833774,54000,0.8786547183990479
1767378719.1056936,55000,0.8148163557052612
1767378725.6940908,55200,0.8459035754203796
1767378764.0327823,56400,0.8619581460952759
1767378801.786246,57600,0.8100035190582275
1767378839.6864092,58800,0.8275845050811768
1767378879.2067428,60000,0.8096773624420166
1767378918.7759216,61200,0.8096780180931091
1767378957.0414577,62400,0.8285672664642334
1767378995.5508351,63600,0.7655892968177795
1767379034.5442164,64800,0.8182727098464966
1767379042.5029511,65000,0.8130373954772949
1767379074.7041845,66000,0.8385276794433594
1767379113.7109888,67200,0.8239995837211609
1767379152.8258648,68400,0.7930765748023987
1767379191.477937,69600,0.7857435345649719
1767379205.434597,70000,0.788165807723999
1767379231.3647907,70800,0.8081087470054626
1767379269.9488473,72000,0.8202366828918457
1767379309.3850236,73200,0.8095104694366455
1767379348.2819088,74400,0.8160325288772583
1767379368.8623629,75000,0.7758278846740723
1767379388.421977,75600,0.7777712941169739
1767379427.0761483,76800,0.7941123247146606
1767379466.5067925,78000,0.8029425144195557
1767379506.215715,79200,0.8378186225891113
1767379534.5424569,80000,0.8272879123687744
1767379547.7224934,80400,0.790256679058075
1767379586.9738195,81600,0.829809308052063
1767379626.442828,82800,0.8010226488113403
1767379665.546131,84000,0.8074982166290283
1767379699.7731664,85000,0.7834675908088684
1767379706.2720196,85200,0.7534185647964478
1767379745.5800152,86400,0.8058024048805237
1767379784.2261202,87600,0.8058559894561768
1767379823.6760309,88800,0.7791621685028076
1767379864.264986,90000,0.7800309658050537
1767379906.9234543,91200,0.8373203277587891
1767379949.3091614,92400,0.8115509152412415
1767379997.4145868,93600,0.7953542470932007
1767380046.8091724,94800,0.7763620615005493
1767380055.2400565,95000,0.760235071182251
1767380091.0808613,96000,0.766379714012146
1767380136.6225007,97200,0.7854610681533813
1767380181.4753163,98400,0.7810111045837402
1767380224.9217799,99600,0.7826966047286987
1767380237.2523336,100000,0.8302388787269592
