Wall time,Step,Value
1767376783.0317025,1200,0.9422804713249207
1767376822.5765476,2400,0.6574476957321167
1767376878.1091628,3600,0.4592124819755554
1767376946.5366433,4800,0.32081806659698486
1767376960.5692682,5000,0.302136093378067
1767377019.3105657,6000,0.2237061858177185
1767377074.95525,7200,0.15593138337135315
1767377116.1930833,8400,0.10881876945495605
1767377201.5785394,9600,0.07600352168083191
1767377230.3414311,10000,0.06744290888309479
1767377269.1102402,10800,0.05312909930944443
1767377330.3733957,12000,0.037196215242147446
1767377371.334764,13200,0.02602415159344673
1767377411.4529433,14400,0.018347710371017456
1767377432.6967826,15000,0.015345496125519276
1767377449.4580953,15600,0.012806366197764874
1767377497.1017141,16800,0.008967583999037743
1767377536.5304346,18000,0.0063052698969841
1767377576.6637325,19200,0.004455061629414558
1767377605.8173735,20000,0.0036148703657090664
1767377616.5155253,20400,0.0032578513491898775
1767377649.7972388,21600,0.0024002743884921074
1767377686.4048445,22800,0.0017496824730187654
1767377722.051343,24000,0.0013375168200582266
1767377758.7164156,25000,0.001066148397512734
1767377765.2020397,25200,0.001017142552882433
1767377802.7932854,26400,0.0008107086177915335
1767377841.5456803,27600,0.0006109362584538758
1767377888.555418,28800,0.0005221138708293438
1767377925.8441145,30000,0.0005014628986828029
1767377963.304899,31200,0.00039082433795556426
1767378011.7068474,32400,0.0003463279572315514
1767378050.307339,33600,0.0003117372398264706
1767378086.2003772,34800,0.00028472571284510195
1767378094.8043444,35000,0.00028589871362783015
1767378126.7517073,36000,0.00027546260389499366
1767378163.9709706,37200,0.0002444679557811469
1767378202.1804864,38400,0.00032737365108914673
1767378234.751083,39600,0.0003205573884770274
1767378248.5027094,40000,0.000328276859363541
1767378281.204917,40800,0.00031308986945077777
1767378329.1197505,42000,0.00032205149182118475
1767378360.597742,43200,0.00033267433173023164
1767378392.811702,44400,0.00032304844353348017
1767378410.4188693,45000,0.0003211467119399458
1767378426.9142413,45600,0.0003148613031953573
1767378459.4053159,46800,0.00028922298224642873
1767378491.8187401,48000,0.0003335969231557101
1767378532.7785265,49200,0.00032942721736617386
1767378559.3853352,50000,0.0003214844036847353
1767378572.047562,50400,0.0003402180736884475
1767378610.8829105,51600,0.00033002940472215414
1767378648.476278,52800,0.0003402242437005043
1767378686.0839605,54000,0.00029920495580881834
1767378719.1056936,55000,0.00025525421369820833
1767378725.6940908,55200,0.00025052204728126526
1767378764.0327823,56400,0.0002451969194225967
1767378801.786246,57600,0.00024809455499053
1767378839.6864092,58800,0.00023984357540030032
1767378879.2067428,60000,0.0002608405484352261
1767378918.7759216,61200,0.0002837571664713323
1767378957.0414577,62400,0.0002609614748507738
1767378995.5508351,63600,0.00025099172489717603
1767379034.5442164,64800,0.00023389201669488102
1767379042.5029511,65000,0.00023353740107268095
1767379074.7041845,66000,0.00023853310267440975
1767379113.7109888,67200,0.0002523764269426465
1767379152.8258648,68400,0.0002631336683407426
1767379191.477937,69600,0.0002836854546330869
1767379205.434597,70000,0.0002814015606418252
1767379231.3647907,70800,0.0002825279952958226
1767379269.9488473,72000,0.0002825834963005036
1767379309.3850236,73200,0.00027093550306744874
1767379348.2819088,74400,0.00029022403759881854
1767379368.8623629,75000,0.00029970327159389853
1767379388.421977,75600,0.0002849291486199945
1767379427.0761483,76800,0.00028686196310445666
1767379466.5067925,78000,0.00026583581347949803
1767379506.2157664,79200,0.0002443672565277666
1767379534.5424569,80000,0.0002474537177477032
1767379547.7224934,80400,0.0002603186876513064
1767379586.9738195,81600,0.0002606562920846045
1767379626.442828,82800,0.0002512733917683363
1767379665.546131,84000,0.00023666373454034328
1767379699.7731664,85000,0.00025906923110596836
1767379706.2720196,85200,0.00025960939819924533
1767379745.5800152,86400,0.0002691128174774349
1767379784.2273197,87600,0.0002772026928141713
1767379823.6760309,88800,0.0002606692141853273
1767379864.264986,90000,0.0002625050547067076
1767379906.9234543,91200,0.0002582697197794914
1767379949.3091614,92400,0.00023531631450168788
1767379997.4145868,93600,0.0002329586131963879
1767380046.8091724,94800,0.00020394122111611068
1767380055.2400565,95000,0.00020568487525451928
1767380091.0808613,96000,0.00019878004968632013
1767380136.6225007,97200,0.00020379248599056154
1767380181.4753163,98400,0.00020638928981497884
1767380224.9217799,99600,0.00021891533106099814
1767380237.2523336,100000,0.00021094222029205412
