Wall time,Step,Value
1767289392.9127598,1200,0.9423028230667114
1767289434.435192,2400,0.6573587656021118
1767289489.0079603,3600,0.4589027166366577
1767289529.2128997,4800,0.32076016068458557
1767289539.0117295,5000,0.302139014005661
1767289569.366474,6000,0.22388356924057007
1767289610.2798338,7200,0.1560843139886856
1767289658.155168,8400,0.10890223830938339
1767289723.6042588,9600,0.07600658386945724
1767289738.810423,10000,0.06742430478334427
1767289766.8244085,10800,0.05306527391076088
1767289827.9621499,12000,0.037068482488393784
1767289878.259466,13200,0.025922976434230804
1767289939.8682554,14400,0.018158474937081337
1767289975.102971,15000,0.015208914875984192
1767290008.9190977,15600,0.012756925076246262
1767290074.393447,16800,0.009001939557492733
1767290140.0008943,18000,0.0063706934452056885
1767290206.880209,19200,0.00452465983107686
1767290251.6107557,20000,0.0035826368257403374
1767290272.5500941,20400,0.0031861229799687862
1767290332.1117523,21600,0.0022533368319272995
1767290390.682733,22800,0.0016228172462433577
1767290459.853771,24000,0.0011872065952047706
1767290515.9608438,25000,0.0009436300024390221
1767290528.286704,25200,0.00089801981812343
1767290595.8260038,26400,0.0007154028280638158
1767290691.8641028,27600,0.000655035546515137
1767290761.956082,28800,0.0006642109365202487
1767290804.0726879,30000,0.0005756482132710516
1767290842.0335524,31200,0.00047956890193745494
1767290892.8059103,32400,0.0005857380456291139
1767290948.5790384,33600,0.0005975282401777804
1767291032.372126,34800,0.000385059742256999
1767291056.4224935,35000,0.0003636512265074998
1767291111.7385025,36000,0.00037091979174874723
1767291150.228666,37200,0.000375364936189726
1767291189.2689164,38400,0.00040629185969009995
1767291231.1049342,39600,0.00037800564314238727
1767291244.5733905,40000,0.0003430864599067718
1767291283.3397627,40800,0.0003078495501540601
1767291335.210472,42000,0.000290826108539477
1767291389.7191954,43200,0.0002998313575517386
1767291433.9454386,44400,0.0002730037085711956
1767291459.494377,45000,0.0002430573367746547
1767291486.309923,45600,0.00022734889353159815
1767291538.5250983,46800,0.00018951849779114127
1767291586.718237,48000,0.00021063786698505282
1767291637.4452388,49200,0.00021959134028293192
1767291675.9633865,50000,0.00022478250321000814
1767291692.3805852,50400,0.00021126896899659187
1767291737.000613,51600,0.0002033442142419517
1767291787.0497165,52800,0.00020312616834416986
1767291837.7230043,54000,0.00019699364202097058
1767291883.523836,55000,0.00020198356651235372
1767291890.3592253,55200,0.0002000317326746881
1767291972.4144535,56400,0.00021184983779676259
1767292061.8328447,57600,0.00019528958364389837
1767292153.3532503,58800,0.00014946806186344475
1767292232.7330244,60000,0.00012803703430108726
1767292308.2788732,61200,0.00013087299885228276
1767292423.95581,62400,0.00013005778600927442
1767292519.3363984,63600,0.00012446219625417143
1767292638.1194847,64800,0.00012614122533705086
1767292661.243384,65000,0.00012179465556982905
1767292756.9645567,66000,0.00013102572120260447
1767292894.5137086,67200,0.00017339161422569305
1767292977.6048064,68400,0.00016582533135078847
1767293049.9787729,69600,0.00019258854445070028
1767293078.4124267,70000,0.00019132083980366588
1767293134.4428172,70800,0.00018296904454473406
1767293208.7233028,72000,0.00017810305871535093
1767293275.8755639,73200,0.00018866984464693815
1767293314.217212,74400,0.00017269651289097965
1767293331.4588945,75000,0.00016659076209180057
1767293347.4458086,75600,0.00017984589794650674
1767293386.698701,76800,0.00018035911489278078
1767293425.8780086,78000,0.00020768433751072735
1767293475.7227085,79200,0.00020058361405972391
1767293505.2852232,80000,0.00019499218615237623
1767293520.490585,80400,0.0002033859200309962
1767293569.3968923,81600,0.00020915099594276398
1767293615.39264,82800,0.0002058304671663791
1767293657.8149514,84000,0.00020723957277368754
1767293689.375534,85000,0.00020296951697673649
1767293694.814137,85200,0.00020290313113946468
1767293728.6490142,86400,0.00021232839208096266
1767293763.1875792,87600,0.00022200189414434135
1767293795.2252452,88800,0.00023036096536088735
1767293831.9765742,90000,0.00021675709285773337
1767293871.0712283,91200,0.00021333471522666514
1767293908.8949184,92400,0.00022336679103318602
1767293941.9896338,93600,0.0002131169312633574
1767293974.0429192,94800,0.00019922907813452184
1767293981.799867,95000,0.0002025360008701682
1767294013.060064,96000,0.0002100917772622779
1767294049.8376439,97200,0.0001989283482544124
1767294088.5507462,98400,0.0002085083251586184
1767294130.101419,99600,0.0002237065928056836
1767294144.0847235,100000,0.00022603553952649236
