Wall time,Step,Value
1767390784.877536,1200,0.9423276782035828
1767390856.8518798,2400,0.6574457883834839
1767390922.5889945,3600,0.4590672254562378
1767390968.0911713,4800,0.32061511278152466
1767390979.3703387,5000,0.30197852849960327
1767391021.5138106,6000,0.2237563282251358
1767391064.3982966,7200,0.15607254207134247
1767391113.331989,8400,0.10888728499412537
1767391174.3258927,9600,0.07599692791700363
1767391190.0598369,10000,0.06741733103990555
1767391227.4412792,10800,0.05305788293480873
1767391274.9434652,12000,0.037061918526887894
1767391331.4832835,13200,0.025885283946990967
1767391419.5610328,14400,0.01808222383260727
1767391448.0268514,15000,0.01512235403060913
1767391473.3169856,15600,0.012655936181545258
1767391529.992395,16800,0.008891940116882324
1767391614.9991262,18000,0.006255569402128458
1767391807.559497,19200,0.004424065351486206
1767391864.2314398,20000,0.0035117915831506252
1767391897.3083324,20400,0.0031326953321695328
1767391967.9297504,21600,0.0022523454390466213
1767392100.102521,22800,0.0016928036930039525
1767392187.8288827,24000,0.0012739048106595874
1767392256.1235466,25000,0.0010111418087035418
1767392274.9593542,25200,0.0009749614400789142
1767392381.7579644,26400,0.0008286128868348897
1767392467.4015372,27600,0.0007486768299713731
1767392522.586397,28800,0.0006220140494406223
1767392576.997649,30000,0.0006214893073774874
1767392629.674905,31200,0.0004542942624539137
1767392684.5709596,32400,0.0004326297203078866
1767392739.1742094,33600,0.00038650527130812407
1767392778.0446293,34800,0.000339848076691851
1767392785.6890368,35000,0.0003268810687586665
1767392820.382785,36000,0.00029223455931060016
1767392859.4503667,37200,0.0002595118712633848
1767392897.897884,38400,0.00022605882259085774
1767392936.1209352,39600,0.0002194085973314941
1767392950.919989,40000,0.00020999062689952552
1767392977.474745,40800,0.0002448559971526265
1767393016.8230567,42000,0.00025053281569853425
1767393054.8702269,43200,0.00023862753005232662
1767393094.5618196,44400,0.00025190392625518143
1767393116.0680764,45000,0.0002550259814597666
1767393137.1889634,45600,0.00025471995468251407
1767393175.7620344,46800,0.0002446314611006528
1767393215.3163776,48000,0.0002549022319726646
1767393255.1580896,49200,0.00023362784122582525
1767393281.8978183,50000,0.00024253150331787765
1767393295.1129558,50400,0.0002234223939012736
1767393336.2434764,51600,0.00023947263252921402
1767393376.392254,52800,0.00023745025100652128
1767393415.6066694,54000,0.00021543484763242304
1767393456.3387685,55000,0.00022584592807106674
1767393463.7776766,55200,0.00022848654771223664
1767393504.503652,56400,0.00021839630790054798
1767393550.1268682,57600,0.00022393818653654307
1767393631.4153686,58800,0.0003048482467420399
1767393719.5535638,60000,0.0003951356920879334
1767393793.7402391,61200,0.0003491086536087096
1767393864.548364,62400,0.00025449099484831095
1767393938.9807792,63600,0.0002162933087674901
1767394016.7169707,64800,0.00019151525339111686
1767394030.127871,65000,0.0001948098506545648
1767394094.9817076,66000,0.00017525021394249052
1767394166.431815,67200,0.0001998671650653705
1767394227.4990633,68400,0.00020709336968138814
1767394298.469135,69600,0.00020812549337279052
1767394332.0368485,70000,0.0002083886502077803
1767394383.797292,70800,0.00021561203175224364
1767394431.5589058,72000,0.00019044704094994813
1767394490.535918,73200,0.00021790718892589211
1767394544.8501275,74400,0.00022507509856950492
1767394571.0707052,75000,0.00021061797451693565
1767394597.7130792,75600,0.00019831236568279564
1767394644.0914981,76800,0.00019528901611920446
1767394705.4711292,78000,0.00019000712200067937
1767394753.8015115,79200,0.0001962383685167879
1767394796.4530513,80000,0.00019298255210742354
1767394811.507221,80400,0.00021553081751335412
1767394860.4328537,81600,0.00021914385433774441
1767394927.1115403,82800,0.0002199598093284294
1767394968.6658192,84000,0.0002305354573763907
1767395012.3740153,85000,0.0002196436980739236
1767395022.9594474,85200,0.0002212937833974138
1767395065.7657998,86400,0.00020555996161419898
1767395106.7461622,87600,0.00021111771638970822
1767395149.2082655,88800,0.00020694293198175728
1767395195.2062209,90000,0.00022950861603021622
1767395247.3286605,91200,0.0002204850607085973
1767395293.1884959,92400,0.00022821477614343166
1767395358.694601,93600,0.0002363168605370447
1767395425.070658,94800,0.0002223710180260241
1767395434.058309,95000,0.00021647200628649443
1767395468.7117426,96000,0.00018498323333915323
1767395533.6998515,97200,0.00020562838471960276
1767395624.8205924,98400,0.000199722548131831
1767395710.6036162,99600,0.0002056158409686759
1767395738.5161095,100000,0.00019472645362839103
